,band_singer,ranking,song,title,genre,year,active_years
3300,R.E.M.,100,Shiny Happy People,Shiny Happy People,"['Jangle pop', 'pop rock']",1991,1980–2011
3301,Boyz II Men,1,End of the Road,End of the Road,['R&B'],1992,1985–present
3302,Sir Mix-a-Lot,2,Baby Got Back,Baby Got Back,"['Hip hop', 'dirty rap', 'Miami bass']",1992,1981–present
3303,Kris Kross,3,Jump,Jump,['Hip hop'],1992,1990–2002 2007–2013
3304,Vanessa Williams,4,Save the Best for Last,Save the Best for Last,['Popsoul'],1992,1979–present
3305,TLC,5,Baby-Baby-Baby,Baby-Baby-Baby,['R&B'],1992,1990–present
3306,Eric Clapton,6,Tears in Heaven,Tears in Heaven,['Soft rock'],1992,1962–present
3307,En Vogue,7, (You,My Lovin' (You're Never Gonna Get It),['Dance-popnew jack swingR&Bfunk'],1992,1989–present
3308,Red Hot Chili Peppers,8,Under the Bridge,Under the Bridge,['Alternative rock'],1992,1982 1982
3309,Color Me Badd,9,All 4 Love,All 4 Love,['New jack swing'],1992,1985 1985 1998 2010–2019 2022–present
3310,Jon Secada,10,Just Another Day,Just Another Day,['Dance-popLatin popR&B'],1992,1991–present
3311,Shanice,11,I Love Your Smile,I Love Your Smile,['R&Bpopdancenew jack swing'],1992,1984–present
3312,Mr. Big,12,To Be with You,To Be with You,"['Glam metal', 'soft rock']",1992,1988
3313,Right Said Fred,13,"[""I'm Too Sexy""]",I'm Too Sexy,['Dance-pop'],1992,1989–present
3314,Michael Jackson,14,Black or White,Black or White,['Pop rockhip hop'],1992,1964–2009
3315,Billy Ray Cyrus,15,Achy Breaky Heart,Achy Breaky Heart,['Country'],1992,1989–present
3316,Mariah Carey,16,"[""I'll Be There""]",I'll Be There,['Soul'],1992,1988–present
3317,"[""Guns N' Roses""]",17,November Rain,November Rain,"['Hard rock', 'progressive rock', 'glam metal']",1992,1985–present
3318,Tom Cochrane,18,Life Is a Highway,Life Is a Highway,['Country'],1992,1973–present
3319,Michael Jackson,19,Remember the Time,Remember the Time,['R&Bnew jack swing'],1992,1964–2009
3320,CeCe Peniston,20,Finally,Finally,['HousedanceR&BPop-soul'],1992,1991–present
3321,Madonna,21,This Used to Be My Playground,This Used to Be My Playground,['Pop'],1992,1979–present
3322,Patty Smyth,22,"[""Sometimes Love Just Ain't Enough""]",Sometimes Love Just Ain't Enough,['Soft rock'],1992,1981–present 1970–present
3323,Mariah Carey,23,"[""Can't Let Go""]",Can't Let Go,['R&Bsoul'],1992,1988–present
3324,House of Pain,24,Jump Around,Jump Around,['Hip hop'],1992,1990
3325,Prince,25,Diamonds and Pearls,Diamonds and Pearls,"['Pop', 'R&B']",1992,1975–2016 1990–2013 2015 2017
3326,George Michael,26,"[""Don't Let the Sun Go Down on Me""]",Don't Let the Sun Go Down on Me,[],1992,1981–2016 1962–present
3327,Atlantic Starr,27,Masterpiece,Masterpiece,"['R&B', 'pop']",1992,1976–present
3328,Celine Dion,28,If You Asked Me To,If You Asked Me To,"['Pop', 'pop rock']",1992,1980–present
3329,En Vogue,29,Giving Him Something He Can Feel,Giving Him Something He Can Feel,['R&Bsoul'],1992,1989–present
3330,Joe Public,30,Live and Learn,Live and Learn,['New jack swing'],1992,1989–present
3331,Jodeci,31,Come and Talk to Me,Come and Talk to Me,['R&B'],1992,1989–1996 2014–present
3332,Nirvana,32,Smells Like Teen Spirit,Smells Like Teen Spirit,"['Grunge', 'alternative rock', 'hard rock']",1992,1987–1994
3333,Bobby Brown,33,"[""Humpin' Around""]",Humpin' Around,['New jack swing'],1992,1978–present
3334,Sophie B. Hawkins,34,Damn I Wish I Was Your Lover,Damn I Wish I Was Your Lover,['Rock'],1992,1990–present
3335,Tevin Campbell,35,Tell Me What You Want Me to Do,Tell Me What You Want Me to Do,[],1992,1988–present
3336,TLC,36,"[""Ain't 2 Proud 2 Beg""]",Ain't 2 Proud 2 Beg,"['Hip hop', 'new jack swing', 'R&B']",1992,1990–present
3337,Boyz II Men,37,"[""It's So Hard to Say Goodbye to Yesterday""]",It's So Hard to Say Goodbye to Yesterday,['Soul'],1992,1985–present
3338,Technotronic,38,Move This,Move This,"['Eurodance', 'hip house']",1992,1987–2002
3339,Queen,39,Bohemian Rhapsody,Bohemian Rhapsody,"['Progressive rock', 'hard rock', 'progressive pop', 'art rock']",1992,1970–present
3340,Arrested Development,40,Tennessee,Tennessee,['Hip hop'],1992,1988–1996 2000–present
3341,Luther Vandross,41,The Best Things in Life Are Free,The Best Things in Life Are Free,['R&Bdance-pophouse'],1992,1969–2004 1974–present
3342,Mariah Carey,42,Make It Happen,Make It Happen,"['House', 'R&B', 'gospel']",1992,1988–present
3343,Elton John,43,The One,The One,[],1992,1962–present
3344,P.M. Dawn,44,Set Adrift on Memory Bliss,Set Adrift on Memory Bliss,"['Hip hop', 'psychedelic pop']",1992,1988–present
3345,Shakespears Sister,45,Stay,Stay,['Pop'],1992,1988–1996 2009–2010 2019–present
3346,Hammer,46,2 Legit 2 Quit,2 Legit 2 Quit,"['Hip hop', 'new jack swing']",1992,1985–present
3347,KWS,47,"[""Please Don't Go""]",Please Don't Go,['Eurodance'],1992,1991–1994
3348,Mint Condition,48,"[""Breakin' My Heart (Pretty Brown Eyes)""]",Breakin' My Heart (Pretty Brown Eyes),"['R&B', 'slow jam', 'soul']",1992,1985–present
3349,The Cover Girls,49,Wishing on a Star,Wishing on a Star,['Soul/R&B'],1992,1986–1996 2001–present
3350,Hi-Five,50,"[""She's Playing Hard to Get""]",She's Playing Hard to Get,['New jack swing'],1992,1989
3351,P.M. Dawn,51,"[""I'd Die Without You""]",I'd Die Without You,['R&B'],1992,1988–present
3352,Amy Grant,52,Good for Me,Good for Me,['CCM'],1992,1976–present
3353,Toad the Wet Sprocket,53,All I Want,All I Want,"['Alternative rock', 'pop rock']",1992,1986
3354,Michael Bolton,54,When a Man Loves a Woman,When a Man Loves a Woman,['Soul'],1992,1975–present
3355,Genesis,55,"[""I Can't Dance""]",I Can't Dance,['Blues rock'],1992,1967 2022
3356,Richard Marx,56,Hazard,Hazard,['Soft rock'],1992,1980–present
3357,U2,57,Mysterious Ways,Mysterious Ways,['Alternative rockfunk rockalternative dance'],1992,1976–present
3358,George Michael,58,Too Funky,Too Funky,['Dance-pop'],1992,1981–2016
3359,The Heights,59,How Do You Talk to an Angel,How Do You Talk to an Angel,['Pop rock'],1992,
3360,U2,60,One,One,['Rock'],1992,1976–present
3361,CeCe Peniston,61,"[""Keep on Walkin'""]",Keep on Walkin',"['R&B', 'new jack swing', 'funk']",1992,1991–present
3362,Genesis,62,Hold on My Heart,Hold on My Heart,['Soft rock'],1992,1967 2022
3363,Karyn White,63,The Way I Feel About You,The Way I Feel About You,"['New jack swing', 'R&B']",1992,1986
3364,Celine Dion,64,Beauty and the Beast,Beauty and the Beast,['Show tune'],1992,1980–present 1965–present
3365,Kris Kross,65,Warm It Up,Warm It Up,['Hip hop'],1992,1990–2002 2007–2013
3366,Michael Jackson,66,In the Closet,In the Closet,['New jack swing'],1992,1964–2009
3367,Arrested Development,67,People Everyday,People Everyday,[],1992,1988–1996 2000–present
3368,Genesis,68,No Son of Mine,No Son of Mine,[],1992,1967 2022
3369,Marky Mark and the Funky Bunch,69,Wildside,Wildside,['Hip hop'],1992,1991–1993
3370,Bryan Adams,70,Do I Have to Say the Words?,Do I Have to Say the Words?,['Pop rock'],1992,1975–present
3371,The Cure,71,"[""Friday I'm in Love""]",Friday I'm in Love,['Jangle pop'],1992,1978–present
3372,Ugly Kid Joe,72,Everything About You,Everything About You,['Pop-metal'],1992,1987–1997 2010–present
3373,Paula Abdul,73,Blowing Kisses in the Wind,Blowing Kisses in the Wind,['Pop'],1992,1978–present
3374,Bryan Adams,74,"[""Thought I'd Died and Gone to Heaven""]",Thought I'd Died and Gone to Heaven,[],1992,1975–present
3375,Snap!,75,Rhythm Is a Dancer,Rhythm Is a Dancer,"['Eurodance', 'techno']",1992,1989–1996 2000–present
3376,Hammer,76,Addams Groove,Addams Groove,['Pop-rap'],1992,1985–present
3377,Michael Bolton,77,Missing You Now,Missing You Now,[],1992,1975–present
3378,N2Deep,78,"""Back to the Hotel""","""Back to the Hotel""",[],1992,1989–present
3379,Kathy Troccoli,79,"""Everything Changes""","""Everything Changes""",[],1992,1982 1982
3380,Def Leppard,80,Have You Ever Needed Someone So Bad,Have You Ever Needed Someone So Bad,[],1992,1976–present
3381,Richard Marx,81,Take This Heart,Take This Heart,[],1992,1980–present
3382,FireHouse,82,When I Look Into Your Eyes,When I Look Into Your Eyes,['Glam metal'],1992,1984–present
3383,Jade,83,I Wanna Love You,I Wanna Love You,[],1992,1991
3384,Boyz II Men,84,Uhh Ahh,Uhh Ahh,['R&B'],1992,1985–present
3385,Mary J. Blige,85,Real Love,Real Love,"['R&B', 'hip hop soul', 'new jack swing']",1992,1988–present
3386,The KLF,86,Justified and Ancient,Justified and Ancient,['House'],1992,1987
3387,Color Me Badd,87,Slow Motion,Slow Motion,"['R&B', 'new jack swing']",1992,1985 1985 1998 2010–2019 2022–present
3388,TLC,88,What About Your Friends,What About Your Friends,"['New jack swing', 'R&B']",1992,1990–present
3389,Color Me Badd,89,"[""Thinkin' Back""]",Thinkin' Back,"['Contemporary R&B', 'New Jack Swing', 'Pop']",1992,1985 1985 1998 2010–2019 2022–present
3390,Charles & Eddie,90,Would I Lie to You?,Would I Lie to You?,"['Pop', 'R&B', 'soul']",1992,1990–1995
3391,Amy Grant,91,"[""That's What Love Is For""]",That's What Love Is For,['CCM'],1992,1976–present
3392,Richard Marx,92,Keep Coming Back,Keep Coming Back,['R&B'],1992,1980–present
3393,En Vogue,93,Free Your Mind,Free Your Mind,"['Hard rock', 'pop rock', 'new jack swing']",1992,1989–present
3394,Keith Sweat,94,"[""Keep It Comin'""]",Keep It Comin',['New jack swing'],1992,1975–present
3395,Mr. Big,95,Just Take My Heart,Just Take My Heart,[],1992,1988
3396,Amy Grant,96,I Will Remember You,I Will Remember You,['CCMpop'],1992,1976–present
3397,CeCe Peniston,97,We Got a Love Thang,We Got a Love Thang,"['House', 'dance', 'pop']",1992,1991–present
3398,Def Leppard,98,"[""Let's Get Rocked""]",Let's Get Rocked,[],1992,1976–present
3399,Das EFX,99,They Want EFX,They Want EFX,"['Hip hop', 'East Coast hip hop']",1992,1988–present
3400,Bonnie Raitt,100,"[""I Can't Make You Love Me""]",I Can't Make You Love Me,['Pop'],1992,1971–present
3401,Whitney Houston,1,I Will Always Love You,I Will Always Love You,['Country'],1993,1977–2012
3402,Tag Team,2,Whoomp! (There It Is),Whoomp! (There It Is),['Miami bass'],1993,1990–present
3403,UB40,3,"[""Can't Help Falling in Love""]",Can't Help Falling in Love,['Pop'],1993,1978–present
3404,Janet Jackson,4,"[""That's the Way Love Goes""]",That's the Way Love Goes,['R&Bpopnew jack swingfunkdowntempotrip hop'],1993,1974–present
3405,Silk,5,Freak Me,Freak Me,['R&B'],1993,1989–present
3406,SWV,6,Weak,Weak,[],1993,1988
3407,Shai,7,If I Ever Fall in Love,If I Ever Fall in Love,"['A cappella', 'R&B']",1993,1991–present
3408,Mariah Carey,8,Dreamlover,Dreamlover,['PopR&B'],1993,1988–present
3409,Wreckx-n-Effect,9,Rump Shaker,Rump Shaker,"['Hip hop', 'new jack swing']",1993,1988–1996 2014-present
3410,Snow,10,Informer,Informer,"['Reggae fusion', 'hip hop', 'dancehall']",1993,1989–present
3411,Dr. Dre,11, but a ,Nuthin' but a 'G' Thang,"['G-funk', 'West Coast hip hop']",1993,1985–present
3412,Boyz II Men,12,In the Still of the Nite,In the Still of the Nite,"['Doo-wop', 'traditional pop']",1993,1985–present
3413,Jade,13,"[""Don't Walk Away""]",Don't Walk Away,['New jack swing'],1993,1991
3414,H-Town,14,"[""Knockin' da Boots""]",Knockin' da Boots,"['R&B', 'new jack swing']",1993,1990–present
3415,Jodeci,15,Lately,Lately,"['R&B', 'soul']",1993,1989–1996 2014–present
3416,Duice,16,Dazzey Duks,Dazzey Duks,"['Miami bass', 'hip hop']",1993,1992–1995
3417,Robin S.,17,Show Me Love,Show Me Love,"['House', 'diva house', 'house-pop']",1993,1990–present
3418,Peabo Bryson,18,A Whole New World,A Whole New World,['Show tune'],1993,1965–present 1982–present
3419,Janet Jackson,19,If,If,['R&Bnew jack swingtrip hopindustrial rockhip hop'],1993,1974–present
3420,SWV,20,"[""I'm So Into You""]",I'm So Into You,['Swingbeat'],1993,1988
3421,Vanessa Williams,21,Love Is,Love Is,['PopR&Bsoul'],1993,1979–present 1988–present
3422,Soul Asylum,22,Runaway Train,Runaway Train,"['Alternative rock', 'folk rock', 'soft rock']",1993,1981–present
3423,Exposé,23,"[""I'll Never Get Over You (Getting Over Me)""]",I'll Never Get Over You (Getting Over Me),['Balladadult contemporary'],1993,1984
3424,Paperboy,24,Ditty,Ditty,['Hip hop'],1993,
3425,Snap!,25,Rhythm Is a Dancer,Rhythm Is a Dancer,"['Eurodance', 'techno']",1993,1989–1996 2000–present
3426,Billy Joel,26,The River of Dreams,The River of Dreams,['Gospel'],1993,1964
3427,The Proclaimers,27,"[""I'm Gonna Be (500 Miles)""]",I'm Gonna Be (500 Miles),"['Alternative rock', 'Celtic rock', 'folk rock']",1993,1983–present
3428,Spin Doctors,28,Two Princes,Two Princes,"['Alternative rock', 'pop rock']",1993,1988–1999 2001–present
3429,SWV,29,Right Here (Human Nature),Right Here (Human Nature),['R&Bnew jack swing'],1993,1988
3430,Whitney Houston,30,I Have Nothing,I Have Nothing,"['R&B', 'pop', 'soul']",1993,1977–2012
3431,Arrested Development,31,Mr. Wendal,Mr. Wendal,['Hip hop'],1993,1988–1996 2000–present
3432,Rod Stewart,32,Have I Told You Lately,Have I Told You Lately,"['Celtic', 'folk rock', 'soft rock']",1993,1961–present
3433,Shanice,33,Saving Forever for You,Saving Forever for You,['Pop'],1993,1984–present
3434,Duran Duran,34,Ordinary World,Ordinary World,['Soft rock'],1993,1978–present
3435,Tony! Toni! Toné!,35,If I Had No Loot,If I Had No Loot,['New jack swing'],1993,1986–1997
3436,Meat Loaf,36,d Do Anything for Love (But I Won,I'd Do Anything for Love (But I Won't Do That),['Wagnerian rock'],1993,1968–2021
3437,Onyx,37,Slam,Slam,"['Hardcore hip hop', 'East Coast hip hop']",1993,1988 1988
3438,P.M. Dawn,38,Looking Through Patient Eyes,Looking Through Patient Eyes,"['R&B', 'alternative hip hop']",1993,1988–present
3439,Whitney Houston,39,"[""I'm Every Woman""]",I'm Every Woman,['Disco'],1993,1977–2012
3440,Shai,40,"""Baby I'm Yours""","""Baby I'm Yours""",[],1993,1991–present
3441,Duran Duran,41,Come Undone,Come Undone,['Soft rock'],1993,1978–present
3442,Tina Turner,42,"[""I Don't Wanna Fight""]",I Don't Wanna Fight,['Pop'],1993,1957
3443,P.M. Dawn,43,"[""I'd Die Without You""]",I'd Die Without You,['R&B'],1993,1988–present
3444,95 South,44,"Whoot, There It Is","Whoot, There It Is","['Hip hop', 'Miami bass']",1993,1993–present
3445,Naughty by Nature,45,Hip Hop Hooray,Hip Hop Hooray,['Hip hop'],1993,1986–2002 2006–present
3446,Toni Braxton,46,Another Sad Love Song,Another Sad Love Song,[],1993,1989–present
3447,Michael Jackson,47,Will You Be There,Will You Be There,['PopR&Bgospel'],1993,1964–2009
3448,Shai,48,Comforter,Comforter,['R&B'],1993,1991–present
3449,Bobby Brown,49,"""Good Enough""","""Good Enough""",[],1993,1978–present
3450,4 Non Blondes,50,"[""What's Up?""]",What's Up?,"['Alternative rock', 'pop rock']",1993,1989–1994 2014
3451,Ace of Base,51,All That She Wants,All That She Wants,['Dance-pop'],1993,1987–present
3452,Prince,52,7,7,"['Pop rock', 'psychedelic pop']",1993,1975–2016 1990–2013 2015 2017
3453,Dr. Dre,53,Dre Day,Dre Day,['G-funk'],1993,1985–present
3454,Brian McKnight,54,One Last Cry,One Last Cry,"['R&B', 'pop', 'quiet storm', 'soul']",1993,1988–present
3455,Xscape,55,"[""Just Kickin' It""]",Just Kickin' It,[],1993,1991–1998 2001–2006 2017–present
3456,2Pac,56,I Get Around,I Get Around,['Hip hop'],1993,1989–1996
3457,Bon Jovi,57,Bed of Roses,Bed of Roses,[],1993,1983–present
3458,Mary J. Blige,58,Real Love,Real Love,"['R&B', 'hip hop soul', 'new jack swing']",1993,1988–present
3459,Portrait,59,"""Here We Go Again!""","""Here We Go Again!""",[],1993,1991–1996 2000–2005 2018–present
3460,Aerosmith,60,"[""Cryin'""]",Cryin',[],1993,1970–present
3461,Ugly Kid Joe,61,"[""Cat's in the Cradle""]",Cat's in the Cradle,['Folk rock'],1993,1987–1997 2010–present
3462,TLC,62,What About Your Friends,What About Your Friends,"['New jack swing', 'R&B']",1993,1990–present
3463,Positive K,63,I Got a Man,I Got a Man,['Hip hop'],1993,1985–present
3464,Zhané,64,Hey Mr. D.J.,Hey Mr. D.J.,['R&B'],1993,1993–1999
3465,Cypress Hill,65,Insane in the Brain,Insane in the Brain,['Hip hop'],1993,
3466,Madonna,66,Deeper and Deeper,Deeper and Deeper,"['Dance-pop', 'deep house']",1993,1979–present
3467,Madonna,67,Rain,Rain,['PopR&B'],1993,1979–present
3468,Jeremy Jordan,68,The Right Kind of Love,The Right Kind of Love,[],1993,1992–2010
3469,Inner Circle,69,Bad Boys,Bad Boys,['Reggae'],1993,1968–1980 1981-1982 1986–present
3470,Boy Krazy,70,"[""That's What Love Can Do""]",That's What Love Can Do,['Pop/Dance'],1993,1991–1993
3471,Jon Secada,71,Do You Believe in Us,Do You Believe in Us,[],1993,1991–present
3472,Jon Secada,72,Angel,Angel,['Rock'],1993,1991–present
3473,Kenny G,73,Forever in Love,Forever in Love,[],1993,1973–1982 1982–present
3474,Janet Jackson,74,Again,Again,['Pop'],1993,1974–present
3475,DJ Jazzy Jeff & The Fresh Prince,75,Boom! Shake the Room,Boom! Shake the Room,[],1993,1984–1994
3476,Restless Heart,76,When She Cries,When She Cries,['Country rocksoft rock'],1993,1984
3477,Inner Circle,77,Sweat (A La La La La Long),Sweat (A La La La La Long),['Reggae fusion'],1993,1968–1980 1981-1982 1986–present
3478,Ice Cube,78,It Was a Good Day,It Was a Good Day,"['Hip hop', 'G-funk']",1993,1986–present
3479,Captain Hollywood Project,79,More and More,More and More,"['Eurodance', 'house']",1993,1992–1996 2008-present
3480,The Heights,80,How Do You Talk to an Angel,How Do You Talk to an Angel,['Pop rock'],1993,
3481,Digable Planets,81,Rebirth of Slick (Cool Like Dat),Rebirth of Slick (Cool Like Dat),['Jazz rap'],1993,1987–1995 2005–2011 2015–present
3482,Haddaway,82,What Is Love,What Is Love,"['Eurodance', 'dance-pop']",1993,1987–present
3483,Michael Bolton,83,To Love Somebody,To Love Somebody,['Blue-eyed soul'],1993,1975–present
3484,En Vogue,84,"Give It Up, Turn It Loose","Give It Up, Turn It Loose",[],1993,1989–present
3485,Kris Kross,85,Alright,Alright,"['Hip hop', 'dancehall', 'reggae fusion']",1993,1990–2002 2007–2013 1981–present
3486,Ice Cube,86,Check Yo Self,Check Yo Self,['Gangsta rapG-funkWest Coast hip hop'],1993,1986–present 1988–present
3487,Sting,87,Fields of Gold,Fields of Gold,[],1993,1971–present
3488,Dino,88,Ooh Child,Ooh Child,"['Pop', 'R&B', 'chicago soul']",1993,1987–1993
3489,Go West,89,Faithful,Faithful,[],1993,1982–present
